##############################################################################
# Ransomware Tracker CSV Feed                                                #
# Generated on 2016-06-30 15:22:58 UTC                                       #
#                                                                            #
# For questions please refer to:                                             #
# https://ransomwaretracker.abuse.ch/feeds/                                  #
##############################################################################
#
# Firstseen (UTC),Threat,Malware,Host,URL,Status,Registrar,IP address(es),ASN(s),Country
"2016-03-07 06:14:26","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 06:14:23","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/45.exe","unknown","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 06:14:20","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/34.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 06:14:16","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 06:14:12","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-07 06:11:52","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:48","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/87.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:44","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:40","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:37","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:32","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:28","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/45.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:11:03","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/34.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:10:59","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:10:56","Distribution Site","TeslaCrypt","itisverygoodqq.com","http://itisverygoodqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|42910",""
"2016-03-07 06:07:57","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/93.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:51","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/87.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:46","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/85.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:42","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:38","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/70.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:32","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/59.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:22","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/45.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:12","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/34.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:07:07","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/26.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-07 06:06:43","Distribution Site","TeslaCrypt","hpalsowantsff.com","http://hpalsowantsff.com/25.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","",""
"2016-03-06 21:49:23","C2","CryptoWall","www.decorandoimoveis.com","http://www.decorandoimoveis.com/QEO5yh.php","offline","ENOM, INC.","198.154.250.33","46606","US"
"2016-03-06 21:49:23","C2","CryptoWall","openroadsolutions.com","http://openroadsolutions.com/FJ2dOw.php","offline","GODADDY.COM, LLC","208.109.243.37","26496","US"
"2016-03-06 16:28:47","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:45","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/87.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:41","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:37","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:32","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:30","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:27","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/45.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:24","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/34.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:21","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:28:19","Distribution Site","TeslaCrypt","arendroukysdqq.com","http://arendroukysdqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:52","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/93.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:49","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/85.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:46","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:43","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/45.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:39","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/34.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:35","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/59.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:31","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/26.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:26","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/25.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:27:23","Distribution Site","TeslaCrypt","blizzbauta.com","http://blizzbauta.com/70.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:26:07","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:26:04","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/87.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:26:02","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:58","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:55","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:51","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:48","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:45","Distribution Site","TeslaCrypt","fromjamaicaqq.com","http://fromjamaicaqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:25:04","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/87.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:25:00","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:24:54","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/70.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:24:46","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:24:38","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:24:33","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-06 16:22:23","Distribution Site","TeslaCrypt","yesitisqqq.com","http://yesitisqqq.com/93.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:22:17","Distribution Site","TeslaCrypt","yesitisqqq.com","http://yesitisqqq.com/85.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:22:12","Distribution Site","TeslaCrypt","yesitisqqq.com","http://yesitisqqq.com/59.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:22:07","Distribution Site","TeslaCrypt","yesitisqqq.com","http://yesitisqqq.com/26.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:22:01","Distribution Site","TeslaCrypt","yesitisqqq.com","http://yesitisqqq.com/25.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|16276|16276|42910",""
"2016-03-06 16:01:24","C2","TorrentLocker","xxryposdrt.org","https://xxryposdrt.org/","offline","Registrar of Domain Names REG.RU LLC","","48172",""
"2016-03-06 11:58:44","C2","Locky","185.82.216.213","http://185.82.216.213/main.php","offline","","185.82.216.213","59729","BG"
"2016-03-06 10:37:23","Payment Site","TeslaCrypt","oehknf74ohqlfnpq9rhfgcq93g.hateflux.com","http://oehknf74ohqlfnpq9rhfgcq93g.hateflux.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-03-06 10:37:12","Payment Site","TeslaCrypt","gfkuwflbhsjdabnu4nfukerfqwlfwr4rw.ringbalor.com","http://gfkuwflbhsjdabnu4nfukerfqwlfwr4rw.ringbalor.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-03-06 09:55:02","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/34.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:53:55","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/94.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:53:50","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/42.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:53:44","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/59.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:53:35","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:53:22","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/45.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:35:23","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/25.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 09:18:26","Distribution Site","TeslaCrypt","ohellowruff.com","http://ohellowruff.com/23.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|16276|40824",""
"2016-03-06 08:52:31","Distribution Site","TeslaCrypt","blablaworldqq.com","http://blablaworldqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-06 08:51:42","Distribution Site","TeslaCrypt","lenovomaybenotqq.com","http://lenovomaybenotqq.com/80.exe","offline","BIZCN.COM, INC.","","57172|3633|35916|57844|4538|15149|41496|16276|16276|16509|42910",""
"2016-03-06 08:50:32","Distribution Site","TeslaCrypt","mafiawantsyouqq.com","http://mafiawantsyouqq.com/45.exe","offline","KEY-SYSTEMS GMBH","","3633|35916|57844|4538|16276|16276|42910",""
"2016-03-06 07:10:11","C2","TeslaCrypt","conspec.us","http://conspec.us/wp-content/plugins/nextgen-galleryOLD/products/photocrati_nextgen/modules/i18n/wstr.php","offline","GODADDY.COM, INC.","50.62.245.1","26496","US"
"2016-03-05 17:18:34","C2","TorrentLocker","velajsweg.com","https://velajsweg.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","57010",""
"2016-03-05 17:16:08","C2","TorrentLocker","oprtiwyx.com","https://oprtiwyx.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","57010",""
"2016-03-05 16:26:32","C2","CryptoWall","tusrecetas.net","http://tusrecetas.net/JbElN7.php","offline","GODADDY.COM, LLC","69.162.104.22","46475","US"
"2016-03-05 11:59:11","C2","CryptoWall","trion.com.ph","http://trion.com.ph/jdKAap.php","offline","","104.238.111.90","26496","US"
"2016-03-05 07:28:26","C2","Locky","fitga.ru","http://fitga.ru/main.php","offline","101DOMAIN-RU","195.22.28.197","8426","PT"
"2016-03-05 06:35:35","C2","TorrentLocker","nerfetyv.org","https://nerfetyv.org/","offline","Registrar of Domain Names REG.RU LLC","","16276",""
"2016-03-05 06:33:24","Payment Site","TorrentLocker","rzss2zfue73dfvmj.truewargame.ch","http://rzss2zfue73dfvmj.truewargame.ch/","offline","1API GmbH","","56617|15756|57010|12695",""
"2016-03-05 03:29:00","C2","Locky","cudcfybkk.pw","http://cudcfybkk.pw/main.php","offline","101Domain, Inc.","195.22.28.196","8426","PT"
"2016-03-04 23:06:15","C2","Locky","wdvxeval.ru","http://wdvxeval.ru/main.php","offline","101DOMAIN-RU","195.22.28.197","8426","PT"
"2016-03-04 20:58:33","C2","Locky","gvludcvhcrjwmgq.in","http://gvludcvhcrjwmgq.in/main.php","offline","101domain, Inc. (R115-AFIN)","195.22.28.196","8426","PT"
"2016-03-04 17:02:50","Distribution Site","TeslaCrypt","soclosebutyetqq.com","http://soclosebutyetqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","35916",""
"2016-03-04 17:02:38","Distribution Site","TeslaCrypt","ohelloweuqq.com","http://ohelloweuqq.com/69.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|20473|40824",""
"2016-03-04 16:15:38","C2","TeslaCrypt","goktugyeli.com","http://goktugyeli.com/wstr.php","offline","REG2C.COM, INC.","185.22.184.156","34619","TR"
"2016-03-04 15:12:49","C2","TeslaCrypt","iqinternal.com","http://iqinternal.com/pmtsys/fonts/wstr.php","offline","GODADDY.COM, LLC","107.180.44.212","26496","US"
"2016-03-04 14:29:56","C2","CryptoWall","hamilton150.co.nz","http://hamilton150.co.nz/LmfuMZ.php","offline","","167.88.167.10","53667","US"
"2016-03-04 13:39:35","C2","TeslaCrypt","fisioactivo.com","http://fisioactivo.com/wstr.php","offline","GODADDY.COM, LLC","160.153.79.168","26496","US"
"2016-03-04 13:16:41","Payment Site","Locky","i3ezlvkoi7fwyood.tor2web.org","http://i3ezlvkoi7fwyood.tor2web.org/","offline","Tucows Inc.","38.229.70.4","250|23028|209","US"
"2016-03-04 13:16:31","Payment Site","Locky","i3ezlvkoi7fwyood.onion.to","http://i3ezlvkoi7fwyood.onion.to/","offline","","185.100.85.150|185.100.85.150|217.197.83.197","200651|29670","RO|DE"
"2016-03-04 07:22:47","C2","TeslaCrypt","serbiotecnicos.com","http://serbiotecnicos.com/media/editors/wstr.php","offline","ENOM, INC.","198.252.78.160","36351","US"
"2016-03-03 18:26:40","C2","TeslaCrypt","onegiantstore.com","http://onegiantstore.com/wp-includes/theme-compat/wstr.php","offline","GODADDY.COM, LLC","50.62.66.1","26496","US"
"2016-03-03 18:04:51","Distribution Site","TeslaCrypt","isthereanybodyqq.com","http://isthereanybodyqq.com/80.exe","offline","KEY-SYSTEMS GMBH","","35916|16276|55960|42910|198414",""
"2016-03-03 18:04:27","Distribution Site","TeslaCrypt","ujajajgogoff.com","http://ujajajgogoff.com/80.exe","offline","WEB COMMERCE COMMUNICATIONS LIMITED DBA WEBNIC.CC","","36352|8100|31863|20473|8100|40824",""
"2016-03-03 11:35:50","C2","CryptoWall","takaram.ir","http://takaram.ir/gjOREZ.php","offline","","82.102.8.142","20860","PT"
"2016-03-03 06:05:12","C2","TeslaCrypt","dustinhansenbook.com","http://dustinhansenbook.com/wstr.php","offline","GODADDY.COM, LLC","173.201.145.1","26496","US"
"2016-03-02 16:13:43","C2","Locky","95.213.184.10","http://95.213.184.10/main.php","offline","","95.213.184.10","49505","RU"
"2016-03-02 15:08:28","C2","Locky","192.71.213.69","http://192.71.213.69/main.php","offline","","192.71.213.69","39020","ES"
"2016-03-02 14:08:06","C2","CryptoWall","americancorner.udp.cl","http://americancorner.udp.cl/etloxW.php","offline","","200.14.85.32","6505","CL"
"2016-03-02 13:51:58","Payment Site","TorrentLocker","vrvis6ndra5jeggj.onlinebattlefield.ch","http://vrvis6ndra5jeggj.onlinebattlefield.ch/","offline","1API GmbH","","48172|56617|25229|24936|198651",""
"2016-03-02 13:50:41","Payment Site","TeslaCrypt","pts764gt354fder34fsqw45gdfsavadfgsfg.kraskula.com","http://pts764gt354fder34fsqw45gdfsavadfgsfg.kraskula.com/","offline","BIZCN.COM, INC.","","55824|28165|53665|3254|7922",""
"2016-03-02 13:47:45","C2","TorrentLocker","ropytowero.com","https://ropytowero.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","50979",""
"2016-03-02 13:47:38","C2","TorrentLocker","wotreposdo.net","https://wotreposdo.net/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","50979",""
"2016-03-02 13:47:22","C2","TorrentLocker","birufolen.com","https://birufolen.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","50979",""
"2016-03-02 13:47:13","C2","TorrentLocker","sawsvore.net","https://sawsvore.net/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","50979",""
"2016-03-02 13:46:21","C2","TorrentLocker","pakezspohos.org","https://pakezspohos.org/","offline","Registrar of Domain Names REG.RU LLC","","50979",""
"2016-03-02 13:00:33","Payment Site","TeslaCrypt","sondr5344ygfweyjbfkw4fhsefv.heliofetch.at","http://sondr5344ygfweyjbfkw4fhsefv.heliofetch.at","offline","","","36352|8100|36352|16276|16276|16276|42831|20473|20473|20473|59550|59550|50673",""
"2016-03-02 12:28:14","Distribution Site","Locky","www.countrysaloonriki.sk","http://www.countrysaloonriki.sk/num/9987tg6v54","offline","","","2607",""
"2016-03-02 12:27:57","Distribution Site","Locky","leksvik.historielag.org","http://leksvik.historielag.org/num/887hb56f","offline","eNom, Inc.","81.21.75.87","20738","GB"
"2016-03-02 12:27:43","Distribution Site","Locky","sumiden-e.co.jp","http://sumiden-e.co.jp/num/87hn8bv6r","offline","","210.129.90.38","4694","JP"
"2016-03-02 12:27:21","Distribution Site","Locky","e-monalisa.ro","http://e-monalisa.ro/num/7yh5c44duyy","offline","ICI - ROTLD","37.251.140.222","34358","RO"
"2016-03-02 12:26:53","Distribution Site","Locky","ecofriend.co.jp","http://ecofriend.co.jp/num/0ujinybvt","offline","","64.56.177.79","4694","JP"
"2016-03-02 12:26:09","Distribution Site","Locky","camberfam.de","http://camberfam.de/num/5f6vtvrtv","offline","","81.169.145.161","6724","DE"
"2016-03-02 06:45:26","C2","TeslaCrypt","ptlchemicaltrading.com","http://ptlchemicaltrading.com/images/gallery/wstr.php","offline","PDR LTD. D/B/A PUBLICDOMAINREGISTRY.COM","119.59.120.21","56067","TH"
"2016-03-02 06:29:46","Distribution Site","Locky","live.mycondofit.com","http://live.mycondofit.com/local/webhost.php","offline","GODADDY.COM, LLC","31.41.44.136","56577","RU"
"2016-03-02 06:29:36","Distribution Site","Locky","media.mycondofit.ca","http://media.mycondofit.ca/local/webhost.php ","offline","Go Daddy Domains Canada, Inc","31.41.44.136","56577","RU"
"2016-03-02 06:29:23","Distribution Site","Locky","gym.crossfitgreektown.com","http://gym.crossfitgreektown.com/local/webhost.php","offline","GODADDY.COM, LLC","31.41.44.136","56577","RU"
"2016-03-02 06:29:14","Distribution Site","Locky","outlook.gymzone.org","http://outlook.gymzone.org/local/webhost.php","offline","GoDaddy.com, LLC","31.41.44.136","56577","RU"
"2016-03-02 06:29:03","Distribution Site","Locky","cloud.gymzonesudbury.com","http://cloud.gymzonesudbury.com/local/webhost.php ","offline","GODADDY.COM, LLC","31.41.44.136","56577","RU"
"2016-03-01 20:10:37","C2","TeslaCrypt","opravnatramvaji.cz","http://opravnatramvaji.cz/modules/mod_search/wstr.php","offline","REG-INTERNET-CZ","194.228.3.204","5610","CZ"
"2016-03-01 14:03:48","Distribution Site","Locky","ubermensch.altervista.org","http://ubermensch.altervista.org/system/logs/87yhb54cdfy.exe","offline","Tucows Inc.","176.9.24.196","24940","DE"
"2016-03-01 14:03:32","Distribution Site","Locky","tianshilive.ru","http://tianshilive.ru/vqmod/xml/87yhb54cdfy.exe","offline","R01-RU","5.101.152.42","198610","RU"
"2016-03-01 14:00:36","C2","Locky","kypsuw.pw","http://kypsuw.pw/main.php","offline","101Domain, Inc.","195.22.28.198","8426","PT"
"2016-03-01 14:00:36","C2","Locky","5.34.183.195","http://5.34.183.195/main.php","offline","","5.34.183.195","15626","UA"
"2016-03-01 13:59:39","Distribution Site","Locky","sitemar.ro","http://sitemar.ro/5/92buyv5","offline","ICI - ROTLD","89.38.241.66","5588","RO"
"2016-03-01 13:59:08","Distribution Site","Locky","accessinvestment.net","http://accessinvestment.net/4/0vexw3s5","offline","LAUNCHPAD.COM, INC.","50.87.144.152","46606|46606","US"
"2016-03-01 13:58:48","Distribution Site","Locky","pacificgiftcards.com","http://pacificgiftcards.com/3/67t54cetvy","offline","ENOM, INC.","","22612|32421|21740",""
"2016-03-01 12:20:46","Payment Site","Locky","lpholfnvwbukqwye.onion.cab","http://lpholfnvwbukqwye.onion.cab/","offline","InterNetworX Ltd. & Co. KG","85.25.214.50","8972","DE"
"2016-03-01 12:20:29","Payment Site","Locky","lpholfnvwbukqwye.onion.to","https://lpholfnvwbukqwye.onion.to/","offline","","185.100.85.150|185.100.85.150|217.197.83.197","200651|29670","RO|DE"
"2016-03-01 12:15:18","C2","Locky","185.14.29.188","http://185.14.29.188/main.php","offline","","185.14.29.188","50673","NL"
"2016-03-01 10:23:12","Distribution Site","TeslaCrypt","thisisitsqq.com","http://thisisitsqq.com/69.exe","offline","KEY-SYSTEMS GMBH","","9498|7160|35916|55960|42910|198414",""
"2016-03-01 07:56:48","C2","TorrentLocker","kowoplosezox.com","https://kowoplosezox.com/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","",""
"2016-03-01 07:56:11","C2","TorrentLocker","xefarporove.net","https://xefarporove.net/","offline","REGISTRAR OF DOMAIN NAMES REG.RU LLC","","29182",""
"2016-03-01 07:48:16","C2","TorrentLocker","peqbkinexyr.org","https://peqbkinexyr.org/","offline","Registrar of Domain Names REG.RU LLC","","29182",""
"2016-03-01 07:34:36","C2","CTB-Locker","zsn5qtrgfpu4tmpg.tor2web.org","http://zsn5qtrgfpu4tmpg.tor2web.org/","unknown","Tucows Inc.","194.150.168.70","250","DE"
